Word,Length,LgSUBTLWF,OLD
REAVEY'S,8,,
REB,3,1.914,
rebarbative,11,,
rebates,7,0.699,
rebelliousness,14,0.602,
rebinding,9,,
rebinds,7,,
rebounded,9,0.778,
rebounding,10,0.903,
rebounds,8,1.176,
REBS,4,1.602,
rebuffing,9,,
rebuffs,7,0.301,
rebukes,7,,
rebuking,8,0.301,
rebukingly,10,,
rebus,5,,
rebuses,7,,
rebuts,6,,
rebuttals,9,0.602,
rebutting,9,,
recalcitrancy,13,,
recalcitrants,13,,
recallable,10,,
recantations,12,,
recanting,9,0.301,
recants,7,,
recapitulated,13,,
recapitulates,13,,
recapitulating,14,0.301,
recapitulations,15,,
recapped,8,,
recapping,9,0.778,
recaps,6,0.301,
recaptures,10,,
recapturing,11,0.778,
recasting,9,0.699,
recasts,7,,
recce,5,0.301,
recces,6,,
recd,4,,
RECEAVE,7,,
recedes,7,0.845,
receipted,9,0.477,
receipting,10,,
receivable,10,0.954,
receivership,12,0.778,
recentness,10,,
receptacles,11,0.602,
receptionists,13,0.954,
receptively,11,,
receptiveness,13,,
receptivity,11,0.301,
recesses,8,1.255,
recessing,9,,
recessional,11,,
recessionals,12,,
recessions,10,,
recharged,9,0.699,
recharges,9,0.699,
recharging,10,0.845,
rechauffe,9,,
rechauffes,10,,
recherche,9,0.477,
RECHERCHES,10,,
recidivist,10,0.477,
recidivists,11,0.301,
reciprocally,12,,
reciprocated,12,0.845,
reciprocates,12,,
reciprocating,13,0.301,
reciprocation,13,0.778,
RECIT,5,,
recitations,11,0.845,
recitatives,11,0.301,
reciter,7,,
reciters,8,,
recites,7,1.146,
recklessly,10,1.462,
reckoner,8,,
reckoners,9,,
reclaiming,10,1.114,
reclaims,8,0.602,
reclined,8,0.778,
reclines,8,0.602,
recluses,8,0.301,
RECOGNISED,10,2.009,
recognizably,12,0.602,
recognizances,13,,
recoiling,9,,
RECOILLESS,10,0.845,
recoils,7,0.778,
recollecting,12,,
recollects,10,0.699,
RECOMPENCE,10,,
recompensed,11,,
recompenses,11,,
recompensing,12,,
reconcilable,12,,
reconcilement,13,0.301,
reconciliations,15,,
RECOND,6,,
recondite,9,,
reconditeness,13,,
reconditioned,13,,
reconditions,12,,
RECONNAISSANACE,15,,
reconnaissances,15,,
reconnoitre,11,0.602,
reconnoitred,12,,
reconnoitres,12,,
reconnoitring,13,0.301,
reconsidering,13,1.23,
reconsiders,11,0.301,
reconstituted,13,0.903,
reconstitutes,13,0.301,
reconstituting,14,0.301,
reconstructing,14,0.845,
reconstructions,15,0.477,
RECONVENTION,12,,
RECOONED,8,,
recorders,9,1.518,
recouping,9,0.301,
recoups,7,,
recoveries,10,0.602,
recreant,8,,
recreants,9,,
recreations,11,0.699,
recriminated,12,,
recriminates,12,,
recriminating,13,,
recriminatory,13,,
recrudescence,13,,
recrudescences,14,,
recrudescent,12,,
rectangles,10,0.699,
rectifications,14,,
rectified,9,1.23,
rectifiers,10,0.477,
rectifies,9,,
rectifying,10,0.699,
RECTLINEARLY,12,,
recto,5,,
rectories,9,,
rectors,7,,
rectos,6,,
rectums,7,0.477,
recuperated,11,0.845,
recuperates,11,0.301,
recuperations,13,,
recuperative,12,0.778,
recurrences,11,0.301,
recurs,6,0.477,
recurve,7,0.301,
recurved,8,,
recurves,8,,
recurving,9,,
recusancy,9,,
recusants,9,,
recycled,8,1.643,
recycles,8,1.041,
recycling,9,1.909,
redact,6,,
redacted,8,,
redacting,9,,
redaction,9,,
REDACTOR,8,,
redacts,7,,
redbreasts,10,,
redbrick,8,,
redbricks,9,,
redcap,6,0.778,
redcaps,7,,
redcurrant,10,,
redcurrants,11,,
reddening,9,0.301,
reddens,7,0.301,
reddest,7,0.954,
redecorates,11,,
redeemable,10,0.778,
Redeemer,8,1.301,
REDEEMIN,8,,
redeems,7,0.301,
redeployed,10,0.778,
redeploying,11,,
redeployment,12,0.778,
redeployments,13,,
redeploys,9,,
REDEPOSITION,12,,
REDEVELOPERS,12,,
REDHEADER,9,,
REDHOOK,7,,
redid,5,1.398,
rediffusion,11,,
redirected,10,1.114,
redirects,9,,
redistributes,13,,
redistributing,14,0.301,
redness,7,1.041,
redoes,6,,
redoing,7,1.477,
redolence,9,,
REDONDO,7,,
redone,6,1.38,
redoubles,9,,
redoubling,10,,
redoubtable,11,0.845,
redoubts,8,,
REDOUTE,7,0.301,
redresses,9,,
redressing,10,0.477,
redskins,8,1.279,
REDSTONE,8,,
reducible,9,0.602,
redundance,10,,
redundances,11,,
redundancies,12,1.447,
redundantly,11,,
reduplicated,12,,
reduplicates,12,,
reduplicating,13,,
reduplication,13,,
reduplications,14,,
redwings,8,,
REEDBUCK,8,,
REEDER,6,,
reedier,7,,
reediest,8,,
reediness,9,,
reeds,5,1.23,
reeducated,10,0.301,
reeducates,10,,
reeducating,11,,
REEDVILLE,9,,
reefed,6,0.301,
reefers,7,0.845,
reefing,7,,
reeks,5,1.826,
REES,4,0.845,
REESE,5,2.696,
reeve,5,1.146,
reeves,6,1.973,
refaced,7,0.301,
refaces,7,,
refacing,8,,
refashioned,11,,
refashioning,12,0.477,
refashions,10,,
refection,9,0.477,
refections,10,,
refectory,9,,
referable,9,,
refereed,8,0.301,
refereeing,10,0.778,
referees,8,0.954,
referenda,9,,
referendums,11,0.301,
REFERRIN,8,,
refilling,9,1.079,
refills,7,1.532,
refineries,10,1.176,
refiners,8,,
refines,7,,
refits,6,,
refitted,8,0.845,
refitting,9,0.903,
reflate,7,,
reflated,8,,
reflates,8,,
reflating,9,,
reflation,9,,
reflectively,12,0.903,
reflexives,10,,
refloat,7,,
refloated,9,0.477,
refloating,10,,
refloats,8,,
refluxes,8,,
refoot,6,,
refooted,8,,
refooting,9,,
refoots,7,,
reforestations,14,,
reforested,10,,
reforesting,11,,
reforests,9,,
reformations,12,,
reformative,11,,
reformatories,13,0.602,
refracting,10,0.477,
refractions,11,0.602,
refracts,8,0.301,
refraining,10,0.602,
refrains,8,,
refreshers,10,,
refreshes,9,1.114,
refrigerants,12,,
refrigerates,12,,
refrigerating,13,,
refrigerations,14,,
refs,4,0.477,
reft,4,0.602,
refuelled,9,0.699,
refuelling,10,0.845,
refuels,7,,
refuges,7,,
refulgence,10,,
refulgent,9,,
refunding,9,0.477,
refurbishes,11,,
refusals,8,0.477,
refutations,11,,
refutes,7,0.778,
refuting,8,0.301,
regally,7,0.477,
regardful,9,,
regencies,9,0.301,
regenerated,11,1.079,
REGI,4,,
regicides,9,,
regimens,8,0.602,
regimental,10,1.771,
regimentals,11,,
regimenting,11,,
registrars,10,,
REGIUS,6,,
regnant,7,,
regressed,9,1.114,
regresses,9,0.602,
regressing,10,0.954,
regressions,11,0.301,
regressive,10,0.602,
regretful,9,1.204,
regretfulness,13,,
regretting,10,1.532,
regroups,8,,
regularities,12,,
regularization,14,0.301,
regularizations,15,,
regularized,11,,
regularizes,11,,
regularizing,12,,
regulates,9,0.845,
regulators,10,1.079,
REGULI,6,,
Regulo,6,,
regulos,7,,
REGULUS,7,,
regurgitated,12,0.477,
regurgitates,12,,
regurgitating,13,0.954,
rehabilitated,13,1.556,
rehabilitates,13,,
rehashed,8,0.301,
rehashes,8,,
rehashing,9,0.903,
reheard,7,,
rehearings,10,,
rehears,7,,
rehearses,9,0.301,
rehoused,8,,
rehouses,8,,
rehousing,9,,
REICHENBERG,11,,
REICHSTAG,9,,
REID,4,,
REIFENRATH,10,,
reification,11,,
reified,7,,
reifies,7,,
reifying,8,,
REIK,4,,
REILY'S,7,,
reimbursing,11,0.477,
reincarnates,12,,
reincarnating,13,0.301,
reincarnations,14,0.602,
REINE,5,,
REINHARD,8,,
REINHARDT,9,,
reining,7,0.301,
reinstatements,14,,
reinstates,10,0.301,
reinstating,11,1.079,
reinsurances,12,,
reinsured,9,,
reinsures,9,,
reinsuring,10,,
REIPUBLICAE,11,,
REISS,5,,
reissued,8,0.699,
reissues,8,0.477,
reissuing,9,,
reiterations,12,,
rejig,5,0.301,
rejigged,8,,
rejigging,9,,
rejigs,6,,
rejoicings,10,,
rejoinders,10,,
rejoined,8,0.954,
rejoins,7,0.301,
rejuvenated,11,0.903,
rejuvenates,11,0.301,
rejuvenating,12,0.954,
rekindled,9,0.954,
rekindles,9,0.301,
relapsed,8,0.845,
relapses,8,,
relapsing,9,0.301,
relaxations,11,,
relays,6,1.663,
relegates,9,,
relegating,10,0.477,
relegation,10,,
relenting,9,0.301,
relents,7,0.477,
relevantly,10,,
reliability,11,1.23,
relics,6,1.699,
relicts,7,,
reliefs,7,0.301,
RELIGIONISTS,12,,
RELIGIOSITY,11,0.477,
relined,7,0.301,
relines,7,,
relining,8,0.699,
relinquishes,12,0.778,
reliquaries,11,,
reliquary,9,0.477,
relished,8,1.041,
relived,7,0.903,
reloading,9,1.146,
reloads,7,0.602,
relocated,9,1.623,
relocates,9,0.477,
relocating,10,1.301,
RELYRICED,9,,
remaindered,11,0.301,
remaindering,12,,
remainders,10,0.845,
remakes,7,0.602,
remands,7,,
REMARQUE,8,,
REMARQUE'S,10,,
remarriages,11,,
remarries,9,0.699,
remediable,10,,
remedially,10,,
remedied,8,1,
remedying,9,0.301,
remilitarization,16,,
remilitarizations,17,,
remilitarized,13,,
remilitarizes,13,,
remilitarizing,14,,
REMINGTON,9,,
reminiscently,13,,
remissness,10,,
remit,5,0.903,
remits,6,,
remittance,10,0.778,
remittances,11,0.301,
remittent,9,,
remitting,9,0.699,
remodelled,10,0.477,
remodelling,11,0.903,
remodels,8,,
remonstrances,13,,
remonstrates,12,,
remonstrating,13,0.301,
remorsefully,12,,
remorsefulness,14,,
remorselessly,13,,
remorselessness,15,,
remould,7,,
remoulded,9,0.477,
remoulding,10,,
remoulds,8,,
remounted,9,,
remounts,8,0.477,
removals,8,0.477,
removers,8,,
REMPHAN,7,,
REMUDA,6,0.477,
remunerated,11,0.477,
remunerates,11,,
remunerating,12,,
remuneratively,14,,
REMUS,5,1.146,
REMY,4,,
renaissances,12,,
renames,7,,
renaming,8,0.699,
renascence,10,,
renascences,11,,
RENAULTS,8,,
rendezvoued,11,,
rendezvouing,12,,
rending,7,0.699,
rends,5,0.477,
renegaded,9,,
renegades,9,0.954,
renegading,10,,
reneged,7,1.041,
reneges,7,,
reneging,8,0.845,
renewals,8,0.903,
RENFREW,7,,
RENFRO,6,,
RENNELL,7,,
rennet,6,0.477,
RENOIR,6,1.716,
renounced,9,1.204,
renounces,9,0.699,
renovates,9,,
renovating,10,1.491,
renovations,11,1.602,
renovator,9,,
renovators,10,,
RENOVO,6,,
RENSSELAER,10,,
RENSSELAERWYCK,14,,
rentable,8,,
renter,6,1.146,
renters,7,1.041,
rentier,7,,
rentiers,8,,
RENVILLE,8,,
reopens,7,0.845,
reorganizes,11,0.301,
reorientate,11,,
reorientated,12,,
reorientates,12,,
reorientating,13,0.301,
reorienting,11,,
reorients,9,,
REP'TATION,10,,
repainted,9,1.079,
repaints,8,,
repairable,10,0.477,
repairer,8,0.301,
repairers,9,,
reparations,11,1.176,
repartee,8,1.322,
repartees,9,,
repasts,7,,
repatriated,11,0.954,
repatriates,11,,
repatriating,12,,
repatriations,13,,
repaying,8,1.23,
repayments,10,0.301,
repays,6,0.699,
repealing,9,,
repeals,7,,
repeaters,9,1.079,
repelling,9,0.845,
repentantly,11,,
repented,8,0.954,
repenting,9,1,
repents,7,0.845,
repertoires,11,,
repertories,11,,
repetitiousness,15,,
repine,6,,
repined,7,,
repines,7,,
repining,8,,
replaceable,11,1.079,
replayed,8,0.602,
replaying,9,0.699,
replays,7,0.845,
replenishes,11,0.477,
replenishing,12,1.041,
replenishments,14,,
repletion,9,0.301,
replicas,8,0.845,
replicated,10,0.845,
replicates,10,0.699,
replicating,11,1.079,
REPNIN,6,,
repoint,7,,
repointed,9,,
repointing,10,,
repoints,8,,
reportage,9,0.845,
reposeful,9,,
reposes,7,0.477,
reposing,8,0.602,
reposition,10,1.447,
repossessed,11,1.38,
repossesses,11,0.301,
repossessing,12,0.602,
repots,6,,
repotted,8,,
repotting,9,,
reprehended,11,,
reprehending,12,0.301,
reprehends,10,,
reprehensibly,13,,
represses,9,0.301,
repressing,10,1,
repressively,12,,
repressiveness,14,0.301,
reprieved,9,0.954,
reprieves,9,0.602,
reprieving,10,,
reprimanding,12,0.699,
reprimands,10,0.699,
reprinting,10,0.699,
reprises,8,0.301,
reproachable,12,,
reproached,10,0.602,
reproachfully,13,,
reproaching,11,0.301,
reprobated,10,0.301,
reprobates,10,0.845,
reprobation,11,,
reproducer,10,,
reproducers,11,,
reproofed,9,,
reproofing,10,,
reproofs,8,,
reproved,8,0.301,
reproves,8,,
reproving,9,0.477,
reptiles,8,1.643,
reptilians,10,1.255,
repudiates,10,0.301,
repulses,8,0.602,
repulsing,9,0.301,
repulsively,11,0.477,
repulsiveness,13,0.301,
reputably,9,,
reputes,7,,
reputing,8,,
REQUESTERS,10,,
requiems,8,,
requisitioning,14,0.301,
requisitions,12,1.204,
requite,7,0.602,
requited,8,0.699,
requites,8,,
requiting,9,,
reran,5,0.477,
reredos,7,,
reredoses,9,,
REREMAINED,10,,
rerunning,9,,
reruns,6,1.643,
rescinding,10,0.903,
rescinds,8,,
rescripts,9,,
rescuers,8,1,
rescues,7,1.342,
researched,10,1.623,
reseated,8,,
reseating,9,,
reseats,7,,
resemblances,12,0.301,
resentfully,11,,
resentfulness,13,,
resenting,9,1.342,
resents,7,1.398,
RESERPINE,9,,
reservedly,10,,
reservist,9,0.602,
reservists,10,0.845,
resets,6,1,
resetting,9,1.079,
resettled,9,,
resettlements,13,,
resettles,9,,
reshuffled,10,,
reshuffles,10,0.301,
reshuffling,11,0.477,
residencies,11,0.602,
residuary,9,,
resiliency,10,0.602,
resiliently,11,,
resinate,8,,
resinated,9,,
resinates,9,,
resinating,10,,
resister,8,,
resisters,9,0.301,
resistless,10,0.301,
RESNIK,6,,
resoled,7,0.301,
resoles,7,,
resoling,8,,
resoluteness,12,,
resolvable,10,,
RESONABLE,9,,
resonantly,10,,
resonated,9,0.903,
resonates,9,1.079,
resonating,10,0.954,
resonator,9,,
resonators,10,,
RESORCINAL,10,,
RESORCINOL,10,,
resounded,9,0.301,
resoundingly,12,0.301,
respectabilities,16,0.301,
respectableness,15,,
respectably,11,0.778,
respecter,9,0.602,
respecters,10,,
respectfully,12,1.996,
respectfulness,14,,
respirations,12,1,
respired,8,0.301,
respires,8,,
respiring,9,,
respited,8,,
respites,8,,
respiting,9,,
resplendency,12,,
resplendently,13,,
restaged,8,0.477,
restages,8,,
restaging,9,,
restated,8,0.301,
restatements,12,,
restauranteurs,14,,
restaurateurs,13,0.477,
restfully,9,,
restfulness,11,0.301,
restiveness,11,,
restlessly,10,,
restocked,9,0.845,
restocking,10,0.602,
restocks,8,,
restorations,12,0.477,
restoratives,12,,
restorer,8,1.079,
restores,8,1.041,
restrictively,13,,
restrictiveness,15,,
restructures,12,,
restructuring,13,1.279,
resumes,7,1.763,
resumptions,11,,
resurfaced,10,1.322,
resurfaces,10,0.903,
resurfacing,11,0.778,
resurrects,10,,
resuscitated,12,1.322,
resuscitates,12,,
resuscitating,13,0.602,
resuscitations,14,,
ret,3,0.301,
retailed,8,,
retails,7,0.602,
retaken,7,0.778,
retakes,7,0.699,
retaking,8,0.903,
retaliates,10,0.301,
retaliative,11,,
retaliatory,11,1.146,
retardations,12,,
retards,7,1.69,
retched,7,0.778,
retches,7,1,
retd,4,,
retells,7,,
retentively,11,,
rethinking,10,1.079,
rethinks,8,,
rethought,9,0.845,
reticences,10,,
reticently,10,,
reticulate,10,,
reticulated,11,0.477,
reticulates,11,,
reticulating,12,,
reticulation,12,0.301,
reticulations,13,,
reticule,8,,
reticules,9,,
retinae,7,,
retinas,7,1.204,
retinues,8,0.301,
retook,6,0.699,
retooled,8,0.602,
retooling,9,0.699,
retools,7,,
retorting,9,,
retorts,7,0.477,
retouched,9,0.602,
retouches,9,,
retraces,8,0.477,
retractable,11,1,
retracting,10,0.954,
retractions,11,0.477,
retracts,8,0.477,
retreaded,9,0.477,
retreading,10,,
retreads,8,0.602,
retrench,8,0.301,
retrenched,10,,
retrenches,10,,
retrenchment,12,0.301,
retrenchments,13,,
retrials,8,,
retributive,11,0.301,
retrievable,11,0.477,
retrievers,10,0.845,
retrieves,9,0.845,
retrieving,10,1.398,
retroactively,13,0.845,
retroflex,9,,
retroflexed,11,,
RETROGRADATIONS,15,,
retrograded,11,,
retrogrades,11,,
retrograding,12,,
retrogressed,12,,
retrogresses,12,,
retrogressing,13,0.477,
retrogression,13,0.301,
retrogressions,14,,
retrogressively,15,,
retrorocket,11,0.301,
retrorockets,12,0.477,
retrospections,14,,
retrospectively,15,,
retrousse,9,,
retroversions,13,,
rets,4,,
retsina,7,,
retted,6,,
retting,7,,
returnable,10,0.778,
REUB,4,,
reunites,8,0.477,
reused,6,0.699,
reuses,6,,
reusing,7,0.778,
REUTHER,7,,
REUVENI,7,,
REV'REND,8,,
REV'S,5,,
revaluations,12,,
revalued,8,,
revalues,8,,
revaluing,9,,
revamps,7,0.301,
revelled,8,0.301,
revelries,9,0.301,
revenged,8,0.845,
revengeful,10,0.602,
revengefully,12,,
revengefulness,14,,
revenges,8,,
revenging,9,,
reverberates,12,0.602,
reverberating,13,0.903,
REVERDY,7,,
reverenced,10,0.602,
reverences,10,,
reverencing,11,,
reverentially,13,0.301,
reveres,7,0.699,
reveries,8,0.477,
revering,8,,
revers,6,,
reversals,9,0.699,
reversely,9,0.301,
reversionary,12,,
reversions,10,,
revertible,10,,
revetment,9,,
revetments,10,,
reviler,7,,
revilers,8,,
reviles,7,0.602,
reviling,8,,
reviser,7,,
revisers,8,,
revises,7,0.301,
revitalizations,15,,
revitalized,11,0.301,
revitalizes,11,,
revitalizing,12,0.903,
revivalists,11,,
revives,7,0.778,
revivifies,10,,
revivifying,11,,
revocations,11,,
revokes,7,,
revoking,8,1.041,
revoltingly,11,0.301,
REVOLUTIONIBUS,14,,
revolutionizes,14,,
revolutionizing,15,0.602,
revolvers,9,1.146,
revs,4,1.532,
revues,6,0.477,
revving,7,1.602,
rewired,7,1,
rewires,7,,
rewiring,8,1.255,
reworded,8,0.301,
rewording,9,,
rewords,7,,
REWT,4,,
REXROTH,7,,
REXROTH'S,9,,
REY,3,,
REYES,5,,
REYNOLDS,8,,
rhapsodies,10,,
rhapsodized,11,,
rhapsodizes,11,,
rhapsodizing,12,,
rhea,4,0.477,
RHEA'S,6,,
rheas,5,,
RHEIMS,6,,
RHEINHOLDT,10,,
RHEINHOLDT'S,12,,
Rhenish,7,0.477,
RHENIUM,7,,
rheostat,8,,
rheostats,9,0.301,
rhesuses,8,,
rhetorically,12,0.903,
rhetorician,11,,
rheum,5,0.699,
rheumaticky,11,,
rhinal,6,,
rhinoceroses,12,0.301,
RHINOTRACHEITIS,15,,
rhizome,7,0.845,
rhizomes,8,,
RHODE,5,,
RHODES,6,2.238,
RHODESIA,8,1.322,
rhododendrons,13,0.477,
rhomb,5,,
rhomboidal,10,,
rhomboids,9,,
rhombs,6,,
rhombuses,9,,
rhymed,6,1.204,
rhymester,9,0.301,
rhymesters,10,,
ribald,6,0.954,
ribaldry,8,0.301,
ribalds,7,,
riband,6,,
ribands,7,,
RIBAS,5,,
RIBES,5,,
RICAN,5,,
RICANS,6,,
RICCI,5,,
RICCO,5,,
RICHARDS,8,,
RICHARDSON,10,2.248,
RICHARDSON'S,12,,
RICHERT,7,,
RICHEY,6,,
RICKARDS,8,,
ricked,6,,
RICKENBAUGH,11,,
ricking,7,,
ricks,5,1.041,
rickshaws,9,0.778,
RICO,4,,
ricochets,9,0.778,
ricochetted,11,,
ricochetting,12,,
riderless,9,0.699,
ridged,6,0.477,
RIDGEFIELD,10,,
ridgepole,9,0.778,
ridgepoles,10,,
ridging,7,0.301,
RIDGWAY,7,,
ridicules,9,0.699,
ridiculously,12,1.672,
ridiculousness,14,0.477,
ridings,7,0.301,
RIDPATH,7,,
RIEFLING,8,,
RIEGGER,7,,
RIEMANN'S,9,,
Riesling,8,0.602,
Rieslings,9,,
RIESMAN,7,,
riffled,7,,
riffles,7,,
riffling,8,,
riffs,5,1.041,
rifts,5,0.699,
RIGGS,5,,
righted,7,0.845,
righteously,11,1.041,
rightfulness,12,,
righting,8,1.079,
rightists,9,0.477,
rightwards,10,,
rigidities,10,0.301,
RIGIDS,6,,
rigmaroles,10,,
RIGORS,6,1.114,
rigour,6,0.845,
rigours,7,0.301,
riled,5,1.875,
riles,5,0.778,
riling,6,0.602,
RILKE,5,,
rill,4,0.845,
rills,5,0.301,
RILLY,5,,
RIMANELLI,9,,
RIMBAUD,7,,
rimes,5,0.699,
RIMINI,6,,
rimming,7,0.301,
RINASCIMENTO,12,,
rinderpest,10,,
rinds,5,1.415,
RINGEL,6,,
ringleaders,11,0.602,
ringmasters,11,,
RINGSIDERS,10,,
rinks,5,0.301,
rinsed,6,1,
rinses,6,0.477,
rioter,6,,
riotously,9,,
riotousness,11,,
RIPA,4,0.699,
riparian,8,,
ripcords,8,,
ripely,6,,
ripeness,8,0.477,
ripens,6,0.699,
riper,5,0.602,
ripest,6,0.477,
riposte,7,0.845,
riposted,8,,
ripostes,8,,
riposting,9,,
rips,4,1.845,
ripsaws,7,,
riptides,8,0.301,
risers,6,1.041,
risibility,10,,
risible,7,,
risings,7,,
riskier,7,0.954,
riskiest,8,0.477,
riskily,7,,
riskiness,9,,
risottos,8,,
rissole,7,0.301,
rissoles,8,0.301,
RITCHIE,7,,
RITIUALITY,10,,
RITSCHL,7,,
RITTENHOUSE,11,,
RITTER,6,1.491,
RITTER'S,8,,
ritualistically,15,0.301,
ritualists,10,,
ritually,8,0.477,
ritzier,7,,
ritziest,8,0.301,
rivalling,9,,
rive,4,0.602,
rived,5,0.301,
riven,5,0.301,
RIVER'S,7,,
riverbeds,9,0.301,
rives,5,0.301,
riveted,7,1.301,
riveter,7,0.602,
riveters,8,,
Rivieras,8,0.301,
riving,6,0.301,
RIZZUTO,7,,
RNA,3,,
roaches,7,2.013,
roadbeds,8,,
roadblocks,10,1.826,
roadhouses,10,,
roadies,7,1,
roadless,8,,
roadman,7,,
roadmen,7,,
roadmender,10,,
roadmenders,11,,
roadstead,9,0.477,
roadsteads,10,0.301,
roadsters,9,0.301,
roadworthiness,14,,
roamers,7,,
roams,5,1.362,
roan,4,1.146,
roans,5,,
ROARINGEST,10,,
roaster,7,0.602,
roasters,8,,
roasting,8,1.602,
ROBARDS,7,,
ROBBIE,6,,
ROBBINS,7,2.111,
ROBERTS,7,2.736,
ROBERTSON,9,,
ROBERTSONS,10,,
robing,6,0.301,
robins,6,1.301,
ROBINSONVILLE,13,,
ROBOTISM,8,,
robustly,8,0.301,
roc,3,1.204,
ROCCO,5,,
ROCHDALE,8,,
ROCHFORD,8,,
ROCKAWAYS,9,,
rockeries,9,,
rockery,7,,
rocketed,8,0.845,
rocketing,9,0.903,
ROCKFORK,8,,
ROCKHALL,8,,
rockier,7,0.301,
rockiest,8,,
ROCKIN,6,,
rockiness,9,,
ROCKSTREWN,10,,
ROCKVILLE,9,,
rococo,6,0.602,
rocs,4,,
RODDER,6,0.301,
RODDING,7,,
RODEPH,6,,
RODGERS,7,,
rodomontade,11,,
roebuck,7,1.756,
roebucks,8,0.301,
ROEMER,6,1.23,
roentgen,8,0.699,
roentgens,9,0.301,
roes,4,,
rogation,8,,
rogations,9,,
ROGERS,6,2.587,
rogueries,9,,
roguery,7,,
roguish,7,0.903,
roguishly,9,0.301,
roguishness,11,,
ROI,3,,
roisterer,9,,
roisterers,10,,
ROLAND,6,2.444,
ROLETTE,7,,
rollers,7,1.919,
rollick,7,0.477,
rollicked,9,,
ROLLICKINGLY,12,,
rollicks,8,,
ROLLIE,6,,
ROLLINS,7,,
ROLNICK,7,,
ROLOFF,6,,
ROMAGNOSI,9,,
romanced,8,1.114,
Romanian,8,1.633,
Romanians,9,,
Romanies,8,,
ROMANIUK,8,,
ROMANO,6,2.263,
romanticists,12,,
romanticized,12,0.699,
romanticizes,12,0.477,
ROMANTICK,9,,
Romany,6,,
ROMANZA,7,,
Romish,6,,
ROMMEL'S,8,,
rompers,7,0.602,
romps,5,,
ROMULO,6,,
rondeau,7,,
rondeaux,8,,
rondel,6,,
rondels,7,,
rondos,6,,
Roneo,5,,
roneoed,7,,
roneoing,8,,
roneos,6,,
RONNEL,6,,
RONNIE,6,,
rood,4,0.602,
roods,5,,
roodscreen,10,,
roodscreens,11,,
roofless,8,,
rooftrees,9,,
rooked,6,1.041,
rookeries,9,,
rookery,7,0.699,
rooking,7,,
ROOKLYN,7,,
rooks,5,1.623,
ROOMBERG,8,,
roomed,6,1.114,
roomers,7,0.845,
roomfuls,8,,
roomier,7,0.903,
roomiest,8,0.301,
roomily,7,,
roominess,9,,
ROONEY,6,,
ROOS,4,,
ROOSEVELTIAN,12,,
roosted,7,0.477,
ROOSTER'S,9,,
roosting,8,0.778,
roosts,6,0.477,
