Word,Length,LgSUBTLWF,OLD,PLD
clock,5,3.476,1.45,1.15
clocked,7,1.813,1.65,1.5
clocking,8,1.279,1.75,1.7
clocks,6,2.164,1.65,1.6
clockwise,9,1.431,3.8,3.75
clockwork,9,1.771,3.75,3.75
clod,4,1.342,1.6,1.4
cloddishness,12,,4.7,3.85
clodhopper,10,0.301,4.1,4.6
clodhoppers,11,0.602,4.65,5.2
clods,5,0.903,1.9,1.95
clog,4,1.623,1.7,1.65
clogged,7,1.756,1.95,1.85
clogging,8,1.301,2.35,1.95
cloister,8,1.431,2.55,2.7
cloisters,9,0.903,2.75,2.7
clone,5,2.111,1.7,1.2
clop,4,0.699,1.35,1.4
close,5,4.049,1.6,1.15
closed,6,3.441,1.8,1.85
closefisted,11,,4.75,4.75
closely,7,2.671,2.3,2.4
closeness,9,1.568,2.9,2.5
closeout,8,,3,3.35
closer,6,3.367,1.7,1.9
closes,6,2.554,1.6,1.9
closest,7,2.661,2.15,2.75
closet,6,3.14,1.7,2.4
closeted,8,0.602,2.75,2.95
closets,7,2.041,2.15,2.85
closeup,7,0.845,2.45,3.55
closeups,8,,2.8,3.75
closing,7,3.125,1.95,1.95
closure,7,2.201,2.8,2.2
clot,4,1.968,1.5,1.4
cloth,5,2.494,1.85,1.65
clothbound,10,,4.15,4.15
clothe,6,1.633,2.05,1.65
clothed,7,1.532,2,1.85
clothes,7,3.713,2.35,1.15
clothesbasket,13,,6.35,5.8
clothesbrush,12,,5.5,4.55
clotheshorse,12,0.477,5.35,4
clothesline,11,1.342,4.3,3.5
clotheslines,12,0.477,4.7,4
clothespin,10,1.204,4.4,3.75
clothier,8,0.477,2.75,2.9
clothing,8,2.744,2.4,1.9
clotted,7,1.255,1.8,1.7
cloud,5,2.778,1.7,1.4
cloudbank,9,,4,4.6
cloudburst,10,0.477,4.45,5.1
clouded,7,1.69,2,1.9
cloudless,9,0.954,2.85,2.85
clouds,6,2.709,1.85,1.85
cloudy,6,2.045,2.25,2
clout,5,1.69,1.9,1.65
clove,5,1.431,1.65,1.6
clover,6,1.833,1.7,1.85
cloverleaf,10,1.041,4,4.65
cloves,6,1.477,1.7,1.75
clown,5,2.907,1.8,1.7
clowning,8,1.887,1.95,1.95
clowns,6,2.502,1.9,1.85
clown's,7,,,
club,4,3.702,1.85,1.75
clubbed,7,1.146,2.2,1.9
clubfoot,8,1,3.85,3.85
clubhouse,9,1.919,3.65,3.6
clubrooms,9,,3.85,4
clubs,5,2.726,1.85,1.85
club's,6,,,
cluck,5,1.869,1.6,1.4
clucked,7,0.477,1.8,1.7
clucking,8,1.477,1.85,1.85
clucks,6,0.845,1.8,1.65
clue,4,2.954,1.7,1.15
clueless,8,1.978,2.85,2.4
clues,5,2.506,1.8,1.4
clump,5,1.447,1.7,1.75
clumps,6,0.699,1.85,1.85
clumsily,8,0.954,3.45,3.45
clumsy,6,2.441,2.25,2.15
clung,5,1.398,1.7,1.6
clunk,5,1.518,1.75,1.8
cluster,7,1.833,1.7,1.65
clustered,9,0.699,2.3,1.85
clustering,10,0.477,2.8,2.75
clusters,8,1.591,2.2,2.05
clutch,6,2.107,1.95,1.9
clutched,8,1.176,2.4,2.15
clutches,8,1.643,2.35,2.15
clutching,9,1.568,2.8,2.45
clutter,7,1.69,1.8,1.8
cluttered,9,1.38,1.9,1.85
Clyde,5,,2,1.35
coach,5,3.386,1.8,1.75
coaches,7,1.954,1.9,1.85
coaching,8,2.228,2.25,1.95
coachman,8,1.491,3.15,2.6
coachmen,8,0.301,2.85,2.6
coach's,7,,,
coachwork,9,,3.75,3.4
coagulant,9,0.602,3.65,4.2
coagulate,9,0.845,2.85,3.65
coagulating,11,0.602,3.55,4.25
coal,4,2.526,1.55,1
coalesce,8,0.602,2.65,2.7
coalesced,9,0.301,3,2.7
coalescence,11,0.477,3.45,3.55
coalescent,10,,3.2,3.45
coalesces,9,,3.2,3.1
coalface,8,,3.2,3.15
coalfield,9,,3.65,3.45
coalhole,8,,3.3,3.05
coalhouse,9,,2.75,2.7
coalition,9,1.968,2.75,2.8
coalmine,8,0.602,2.85,3.2
coals,5,1.69,1.7,1
coarse,6,1.845,1.85,1.05
coarsely,8,,2.75,1.9
coarsen,7,,2.45,1.95
coarsened,9,,2.8,2.6
coarseness,10,0.301,3.2,2.15
coast,5,3.134,1.65,1.15
coastal,7,1.643,2.55,2.2
coasted,7,0.602,1.75,1.7
coaster,7,2.204,1.8,1.65
coastguard,10,1.146,4.3,3.75
coastline,9,1.568,3.1,3.3
coasts,6,1.279,1.7,1.5
coat,4,3.332,1.35,1
coated,6,1.301,1.9,1.65
coating,7,1.38,1.8,1.45
coatings,8,0.301,2.3,1.75
coats,5,2.479,1.6,1.25
coattails,9,1.23,3.5,3.75
coauthor,8,0.778,3.55,3.55
coax,4,1.623,1.85,1.3
coaxed,6,0.954,1.95,1.85
coaxial,7,0.903,2.8,3.65
coaxing,7,0.954,1.95,2
cob,3,1.556,1.1,1.15
cobalt,6,1.491,2.6,2.9
cobble,6,0.778,1.8,1.7
cobbler,7,2.079,2.05,1.95
cobbler's,9,,,
cobblestone,11,0.954,4.6,4.45
cobblestones,12,0.699,4.65,4.6
cobra,5,2.233,2,2.45
cobweb,6,1.041,2.85,3.45
cobwebs,7,1.556,2.9,3.8
coca,4,2.332,1.75,1.6
cocaine,7,2.625,2.8,2
coccyx,6,0.903,2.95,2.85
cochlea,7,,2.95,2.55
cock,4,2.764,1.15,1
cockatoo,8,0.954,3.95,2.4
cocked,6,1.633,1.5,1.1
cocker,6,1.633,1.7,1.35
cockeyed,8,1.892,2.8,2.7
cockfight,9,1,3.8,3.3
cockhorse,9,0.477,3.5,3.9
cockier,7,0.301,2.2,1.9
cockle,6,0.699,1.95,1.85
cockleshell,11,,5.45,4.55
Cockney,7,1.279,2.6,1.8
cockpit,7,2.217,2.9,2.85
cockpits,8,0.602,3.25,3.5
cockroach,9,2.243,4.15,3.75
cockroaches,11,2.158,4.65,4.45
cockscomb,9,,4.55,4.05
cocksure,8,1,3.3,3.75
cocktail,8,2.745,3.35,2.8
cocktails,9,2.32,3.65,3.55
cocky,5,2.324,1.85,1.4
cocoa,5,2.41,2,1.75
coconut,7,2.371,2.85,2.9
coconuts,8,1.672,3.4,3.7
cocoon,6,1.763,2.65,2.05
cod,3,2.061,1,1
coda,4,0.903,1.7,1.6
coddle,6,1.279,1.85,1.4
coddled,7,1.23,2.15,1.8
code,4,3.433,1.05,1
coded,5,1.887,1.75,1.65
codeine,7,1.38,2.7,2
codes,5,2.67,1.4,1.35
codetermines,12,,4.35,5.25
codex,5,1.255,1.85,2.8
codfish,7,1.342,2.8,3.2
codger,6,1.041,1.95,1.85
codification,12,,2.8,2.65
codified,8,,2.7,2.45
codify,6,0.301,2.6,2.35
coding,6,1.58,1.85,1.45
coed,4,1.491,1.75,1.8
coeditors,9,,3.1,3.3
coeds,5,1.23,1.85,1.85
coeducation,11,,3,3.65
coefficient,11,0.954,3.9,4.25
coefficients,12,0.602,4.35,4.9
coequal,7,,2.9,3.25
coerce,6,1.342,2.4,1.9
coerced,7,1.643,2.6,2.1
coercion,8,1.362,3.05,2.9
coercive,8,0.903,2.9,2.65
coexist,7,1.415,2.8,4.15
coexistence,11,1.041,3.8,5.05
coexistent,10,,3.55,5.25
cofactors,9,,3.15,4.1
coffee,6,3.868,2.55,1.9
coffeepot,9,1.342,4.45,3.9
coffer,6,0.778,1.8,1.8
coffers,7,1,2.15,1.85
coffin,6,2.665,2.55,1.85
cog,3,1.447,1.2,1.35
cogent,6,1.079,2,2.75
cogently,8,0.301,2.75,3.55
cogitate,8,0.602,2.9,3.15
cognac,6,2.134,2.9,3
cognate,7,,2.55,3
cognition,9,0.301,2.75,3.15
cognitive,9,1.544,3.3,3.55
cognizance,10,0.301,3.65,3.8
cognizant,9,1.079,3.75,3.95
cognize,7,,2.7,2.95
cognomen,8,0.301,3.5,3.8
cogs,4,1.301,1.55,1.75
cogwheel,8,0.477,3.7,4.2
cohabit,7,,2.9,3.3
cohabitation,12,0.477,3.75,4.45
cohere,6,,2.1,2.3
coherence,9,1,2.7,3.05
coherency,9,0.301,3.4,3.6
coherent,8,1.732,2.7,2.85
cohesion,8,0.778,2.9,3.35
cohesive,8,0.903,2.95,3.4
cohesively,10,,3.9,4.2
cohesiveness,12,,4.35,4.55
cohort,6,1.041,2.15,2.65
cohorts,7,1.176,2.45,2.75
coiffure,8,0.778,3.55,3.85
coil,4,1.919,1.5,1.35
coiled,6,1.114,1.65,1.45
coiling,7,0.477,1.8,1.8
coils,5,1.681,1.65,1.55
coin,4,2.697,1.6,1.65
coinage,7,0.602,2.6,2.85
coincide,8,1.613,2.6,3.65
coincided,9,1.041,2.7,3.9
coincidence,11,2.977,3.15,3.85
coincidences,12,1.708,3.6,5
coincident,10,1.041,2.95,3.95
coincidental,12,1.633,3.65,5
coincides,9,1.146,2.7,4.25
coinciding,10,0.602,3.3,4.35
coined,6,1.398,1.85,1.8
coins,5,2.342,1.65,1.75
coital,6,0.778,2.3,2
coitus,6,1.114,2.4,2.4
Coke,4,2.977,1.3,1
Cokes,5,1.839,1.5,1.3
cola,4,2.452,1.7,1.5
colander,8,0.845,2.5,2.75
cold,4,3.822,1.15,1
colder,6,2.107,1.75,1.7
coldest,7,1.653,2.05,2.55
coldly,6,0.903,1.95,2.5
coldness,8,1.255,2.4,2.65
colds,5,1.591,1.65,1.65
cole,4,3.174,1.2,1
Coleridge,9,,3.45,3.65
Coleridge's,11,,,
coleslaw,8,1.806,3.85,2.95
colic,5,1.431,1.9,1.8
colicky,7,0.699,2.7,2.05
collaborate,11,1.505,3.65,3.5
collaborated,12,1.079,3.8,3.65
collaboration,13,1.771,3.85,3.5
collaborator,12,1.518,4.2,4.05
collaborators,13,1.146,4.85,4.75
collage,7,1.58,1.8,2.2
collagen,8,1.602,2.55,2.95
collages,8,0.602,2.2,2.8
collapse,8,2.453,2.65,1.9
collapsed,9,2.462,2.8,2.5
collapses,9,1.653,2.75,2.65
collapsible,11,1.146,4.4,3.75
collapsing,10,1.851,3.6,2.75
collar,6,2.73,1.85,1.25
collarbone,10,1.633,4.1,4.1
collared,8,0.954,2.25,1.8
collars,7,1.806,2.05,1.55
collate,7,1.23,2.1,2
collated,8,0.477,2.35,2.2
collateral,10,2.24,3.7,3.7
collation,9,0.602,2.65,2.35
colleague,9,2.54,3.35,1.85
colleagues,10,2.522,3.4,2.35
collect,7,3.009,2.5,1.85
collected,9,2.468,2.65,2.2
collectible,11,1.041,3.55,3.4
collecting,10,2.544,2.8,2.15
collection,10,2.967,2.4,2.15
collections,11,1.845,2.65,2.35
collective,10,2.09,2.65,2.15
collectively,12,1.532,3.65,3.25
collectivism,12,,4.25,4.95
collectivize,12,,4.25,4.35
collector,9,2.344,3,2.25
collectors,10,1.881,3.05,2.6
collector's,11,,,
collects,8,1.959,2.65,2.2
college,7,3.638,2.3,2.2
colleges,8,2.068,2.6,2.7
college's,9,,,
collegians,10,,3.7,3.2
collegiate,10,1.415,3.7,3.95
collide,7,1.681,2.4,1.95
collided,8,1.518,2.65,2.45
collie,6,1.732,2.1,1
collision,9,2.14,2.7,2.6
collisions,10,1,3.2,2.75
colloidal,9,,3.75,3.4
colloquial,10,0.602,4.15,3.75
colloquialism,13,0.602,5.5,5.45
colloquium,10,0.301,4.6,3.85
colloquy,8,0.301,3.7,2.9
collude,7,1,2.5,2
collusion,9,1.204,2.5,2.25
cologne,7,2.209,2.75,1.9
Colombia,8,2.004,3.5,3.6
Colombian,9,1.845,3.65,3.5
colon,5,2.114,1.9,1.95
colonel,7,3.691,2.4,1.85
colonels,8,1.505,2.75,2.45
colonel's,9,,,
colonial,8,2.025,2.65,3
colonialism,11,1.255,4.05,4.7
colonialist,11,0.477,4.05,4.6
colonials,9,0.778,3.05,3.7
colonies,8,1.959,2.45,2.5
colonist,8,0.602,2.6,2.5
colonists,9,1.491,2.7,3
colonize,8,1.146,2.6,2.65
colonized,9,0.954,2.8,2.9
colonnade,9,,3.55,3.45
colonnaded,10,,3.8,3.9
colony,6,2.481,2.15,1.95
colony's,8,,,
color,5,3.304,1.9,1.55
Colorado,8,2.509,3.35,4.7
Colorado's,10,,,
coloration,10,1.041,2.8,2.85
colored,7,2.578,2.35,1.7
colorful,8,2.215,3.3,3.55
coloring,8,1.968,2.5,2.2
colorless,9,1.146,3,2.85
colors,6,2.724,1.95,1.6
colossal,8,1.863,3.4,2.9
Colosseum,9,1.114,3.75,4.4
colossus,8,1.114,2.9,2.9
colt,4,2.428,1.35,1.3
coltish,7,0.301,2.6,2.65
colts,5,1.431,1.65,1.65
colt's,6,,,
Columbia,8,2.398,3.45,3.6
Columbus,8,2.405,3.25,3.25
column,6,2.748,2.7,1.85
columnist,9,1.716,3.35,2.55
columnists,10,1.255,3.6,3.05
columns,7,2.152,2.7,1.9
coma,4,2.797,1.6,1.55
Comanche,8,1.643,3.5,3.5
comas,5,1.23,1.85,1.9
comb,4,2.491,1.6,1
combat,6,2.849,2.05,2.55
combatant,9,1.041,3.35,3.55
combatants,10,1.176,3.75,4.2
combating,9,0.477,2.55,2.5
combative,9,1.447,3.2,3.1
combatted,9,0.301,2.95,2.6
combed,6,1.748,1.95,1.45
combinable,10,,3.75,4.25
combination,11,2.787,2.75,2.45
combinations,12,1.785,3.45,2.85
combine,7,2.057,2.15,2.45
combined,8,2.326,2.55,2.5
combines,8,1.447,2.4,2.7
combing,7,1.778,1.85,1.6
combining,9,1.518,2.8,2.75
combo,5,2.1,1.9,2
combs,5,1.602,1.7,1.2
combust,7,0.954,2.75,2.95
combustibles,12,0.778,4.7,5
combustion,10,1.813,3.05,4.75
come,4,5.205,1.15,1
comeback,8,2.233,3.55,2.75
comedian,8,2.322,2.95,2.6
comedians,9,1.699,3.5,3.15
comedies,8,1.477,2.8,2.4
comedown,8,0.845,3.35,3.05
comedy,6,2.78,2.15,1.95
comely,6,1.301,1.85,1.85
comes,5,4.067,1.3,1.6
comet,5,2.199,1.8,1.75
comets,6,1.38,1.9,1.95
comfort,7,2.944,2.45,2.8
comfortable,11,3.382,3.65,3.5
comfortably,11,1.887,4.1,4.05
comforted,9,1.732,2.5,3.3
Comforter,9,1.322,2.9,3.35
comforting,10,2.348,2.95,3.4
comfortless,11,0.477,3.85,4
comforts,8,1.857,2.65,3.25
comfy,5,2.064,2,1.95
comic,5,2.743,1.8,1.75
comical,7,1.633,2.25,2.15
comically,9,0.903,2.7,2.3
comics,6,2.346,1.95,1.95
coming,6,4.429,1.7,1.4
comings,7,1.146,2.15,1.9
comma,5,1.708,1.9,1.35
command,7,3.348,2.15,2.15
commandant,10,2.121,3.35,4.5
commanded,9,1.935,2.45,2
commandeer,10,1.462,3,3.55
commandeered,12,1.38,4.3,4
commandeering,13,1.23,4.4,4.3
commander,9,3.276,2.35,2.4
commanders,10,1.903,2.7,2.85
commanding,10,2.548,2.75,2.15
commandment,11,1.924,3.45,3.6
commando,8,1.74,2.6,2.7
commands,8,2.283,2.3,2.6
command's,9,,,
commemorate,11,1.681,3.5,3.7
commemorated,12,0.602,3.75,4.2
commemorates,12,0.477,4,4.25
commemorating,13,1,4.15,4.4
commemoration,13,0.778,3.65,3.8
commence,8,2.373,2.3,2
commenced,9,1.447,2.45,2.4
commencement,12,1.204,4.3,3.35
commencements,13,,4.55,3.55
commences,9,1.079,2.5,2.65
commencing,10,1.819,2.75,2.55
commend,7,1.964,2.05,1.8
commendable,11,1.653,3.8,3.35
commendation,12,1.672,3.4,2.75
commended,9,1.415,2.35,1.8
commending,10,0.477,2.6,1.9
commends,8,0.778,2.2,2.45
commensurate,12,0.954,4.1,4.5
comment,7,2.816,2,2.15
commentaries,12,1.041,3.95,3.5
commentary,10,1.887,3.15,3
commentate,10,0.301,2.95,2.8
commentator,11,2.146,3.5,3.7
commentators,12,0.602,3.9,4.2
commented,9,1.255,2.15,2.55
commenting,10,1.362,2.45,2.6
comments,8,2.378,2.25,2.65
commerce,8,2.25,2.75,2.65
commercial,10,2.919,3.55,2.95
commercialism,13,1,4.85,5
commercialization,17,0.699,5.75,5.45
commercialize,13,0.602,4.9,4.35
commercially,12,1.114,4.45,3.6
commercials,11,2.38,4.2,3.4
commie,6,1.929,1.95,1.25
commies,7,1.771,2.1,1.9
commingle,9,0.477,3.15,2.95
commingled,10,0.845,3.45,3.4
commiserate,11,1,3.9,3.85
commiseration,13,,3.9,4
commissary,10,1.477,4.25,2.85
commission,10,2.848,2.7,1.85
commissioned,12,1.863,4,2.55
commissioner,12,2.796,4,2.95
commissioners,13,1.398,4.25,3.35
commissioner's,14,,,
commissions,11,1.568,2.95,2.15
commission's,12,,,
commit,6,2.993,2.15,1.95
commitment,10,2.741,3.25,3.35
commitments,11,1.771,3.55,3.6
commits,7,1.826,2.4,2.15
committal,9,0.903,3.35,2.4
committed,9,3.088,2.55,2.1
committee,9,3.051,2.75,2.45
committeeman,12,,4.7,4.5
committeemen,12,,4.6,3.3
committees,10,1.748,3.3,2.7
committee's,11,,,
committeewoman,14,0.477,5.85,5.15
committeewomen,14,,5.95,6.1
committing,10,2.365,2.85,2.15
commode,7,1.204,2.5,2
commodious,10,0.301,3.8,2.9
commodities,11,1.431,3.75,3.4
commodity,9,1.929,3.4,2.9
commodore,9,2.267,3.65,3
common,6,3.357,1.95,1.7
commoner,8,1.568,2.35,2.4
commoners,9,1.556,2.6,2.85
commonest,9,0.602,2.65,2.4
commonly,8,1.813,2.8,2.35
commonness,10,0.301,3.5,2.85
commonplace,11,1.613,4.5,3.8
commonplaces,12,,4.75,5.1
commons,7,1.322,1.95,1.95
commonwealth,12,2.533,5,4.5
commonwealths,13,,5.5,5.2
commotion,9,2.029,2.95,2.5
communal,8,1.532,2.9,3.2
commune,7,1.833,1.95,2.7
communes,8,0.778,1.95,2.8
communicable,12,1.114,3.85,4.65
communicate,11,2.639,2.95,4.05
communicated,12,1.69,3.3,4.2
communicating,13,2.086,3.4,4.2
communication,13,2.724,2.95,4.45
communicational,15,0.301,4.4,6.15
communications,14,2.601,3.35,5.05
communicative,13,0.845,3.45,4.4
communicator,12,1.568,3.35,4.4
communicators,13,1.079,3.8,5.05
communicator's,14,,,
communion,9,2.029,2.7,3.65
communism,9,2.033,2.8,3.95
communism's,11,,,
communist,9,2.588,2.5,2.95
communistic,11,0.699,3.75,4.6
communists,10,2.365,3.05,3.3
communities,11,1.839,3.55,3.65
community,9,3.172,2.65,3.2
community's,11,,,
communize,9,,2.75,4.05
commutation,11,0.477,2.85,2.6
commute,7,1.663,2.05,2.35
commuted,8,1.279,2.2,2.4
commuter,8,1.491,2.25,2.6
commutes,8,0.699,2.1,2.6
commuting,9,1.342,2.7,2.5
compact,7,1.94,2.45,2.65
compactly,9,,3.6,3.7
compacts,8,0.778,2.65,2.75
companies,9,2.765,2.8,2.85
companion,9,2.51,2.7,3.35
companionable,13,0.699,4.8,5.25
companions,10,2.079,3,3.65
companionship,13,1.987,5.3,5.9
company,7,3.876,2.7,2.6
company's,9,,,
comparable,10,1.398,3.35,3.4
comparative,11,1.623,3.45,3.5
comparatively,13,1.322,4.55,4.6
compare,7,2.63,2.35,2.2
compared,8,2.731,2.45,2.3
compares,8,1.643,2.4,2.4
comparing,9,2.053,2.7,2.6
comparison,10,2.274,3.25,3.75
comparisons,11,1.301,3.45,4.3
compartment,11,2.484,3.2,3.45
compartmental,13,,4.35,6.1
compartmentalize,16,1.079,6.5,8.3
compartments,12,1.602,3.4,3.8
compass,7,2.318,2.4,2
compassion,10,2.505,2.75,2.65
compassionate,13,1.964,4.5,3.5
compassionately,15,0.602,5.4,4.45
compatibility,13,1.38,4.65,4.75
compatible,10,2.083,3.7,3.65
compatriot,10,0.699,3.6,4.1
compatriots,11,1,3.7,4.45
compel,6,1.724,1.95,2.25
compelled,9,2.143,2.8,2.35
compelling,10,1.991,2.8,2.5
compels,7,1.532,2.2,2.45
compendium,10,1.114,3.95,3.95
compensate,10,2.097,3.2,3.35
compensated,11,1.613,3.3,3.9
compensates,11,0.778,3.3,3.65
compensating,12,1.279,3.4,4.05
compensation,12,2.041,2.85,2.8
compensations,13,1.255,3.25,3.25
compensatory,12,1.079,3.85,6.35
compete,7,2.636,1.9,2.25
competed,8,1.342,1.8,2.4
competence,10,1.663,3.05,2.7
competency,10,1.114,3.2,3.45
competent,9,2.097,2.5,2.6
competently,11,0.477,3.7,3.65
competes,8,0.954,1.95,2.6
competing,9,2.286,2.25,2.35
competition,11,3.028,3,2.9
competitive,11,2.332,3.55,3.5
competitively,13,0.699,4.55,4.45
competitor,10,1.851,3.45,3.5
competitors,11,2.041,3.55,3.65
compilation,11,1.176,2.65,2.5
compilations,12,,2.8,2.65
compile,7,1.447,2.2,2.55
compiled,8,1.477,2.2,2.6
compiler,8,0.903,2.55,3.3
compiling,9,1.279,2.5,2.65
complacence,11,,3.65,3.2
complacency,11,1.176,3.8,4.1
complacent,10,1.362,3.05,3.3
complain,8,2.807,2.6,2.45
complained,10,2.255,2.95,2.5
complaining,11,2.757,3.3,2.6
complains,9,1.914,2.55,2.55
complaint,9,2.715,2.5,2.45
complaints,10,2.544,3.05,2.85
complection,11,,2.75,3.8
complement,10,1.602,2.6,3.15
complementary,13,1.146,4,6.05
complementing,13,0.301,3.45,4.55
complements,11,0.845,2.75,3.35
complete,8,3.421,2.3,2.45
completed,9,2.593,2.35,2.75
completely,10,3.634,2.95,3.4
completeness,12,0.903,3.95,3.45
completes,9,1.672,2.4,2.55
completing,10,1.643,2.7,2.7
completion,10,1.903,2.6,2.7
completions,11,,2.9,3.3
complex,7,2.826,2.3,3.25
complexes,9,1.415,2.7,3.7
complexion,10,1.996,3.1,3
complexities,12,1.176,3.95,4.3
complexity,10,1.623,3.35,3.95
compliance,10,1.708,3.65,3.55
compliant,9,0.954,2.85,3.35
complicate,10,1.881,3,3.45
complicated,11,3.142,3.25,3.65
complicating,12,1.079,3.4,4
complication,12,1.857,2.7,2.8
complications,13,2.318,3.1,3.15
complicity,10,1.342,3.4,3.55
complied,8,1.146,2.35,2.4
compliment,10,2.719,2.7,3.15
complimentary,13,1.987,4.1,6.05
complimented,12,1.398,3.4,4.25
complimenting,13,1.447,3.55,4.55
compliments,11,2.549,2.95,3.35
comply,6,2.075,1.95,2.5
complying,9,1.176,2.35,2.55
component,9,1.914,2.75,3.1
components,10,1.929,3,3.45
comport,7,0.845,2.3,2.45
comported,9,,2.4,2.6
comportment,11,0.477,3.35,3.55
compose,7,1.909,1.85,2.15
composed,8,1.991,2.1,2.4
composer,8,2.107,2.35,2.6
composers,9,1.38,2.55,3.05
composer's,10,,,
composes,8,0.602,2,2.45
composing,9,1.69,2.5,2.5
composite,9,1.813,2.5,2.85
composites,10,0.301,2.75,3.3
composition,11,2.097,2.6,2.75
compositional,13,0.301,4.1,4.2
compositions,12,1.398,2.9,3
compositor,10,,3.2,3.5
compost,7,1.462,2.4,2.9
composure,9,1.204,2.85,2.85
compound,8,2.559,2.7,2.95
compounded,10,1.301,3.25,2.8
compounding,11,0.699,3.45,2.8
compounds,9,1.491,2.85,3.6
comprehend,10,1.978,3.45,4.3
comprehended,12,0.301,4.25,4.4
comprehending,13,0.903,4.2,4.5
comprehensible,14,1.041,4.75,5.45
comprehension,13,1.748,4.05,4.2
comprehensive,13,1.771,4.05,4.75
comprehensively,15,,5.05,5.85
compress,8,1.505,2.3,2.8
compressed,10,1.672,2.65,2.6
compresses,10,1.23,2.65,3.1
compressibility,15,,5.9,5.45
compressing,11,0.778,2.9,2.6
compression,11,1.806,2.65,2.65
compressive,11,,3.05,2.6
compressor,10,1.415,3.35,2.95
comprise,8,1,2.6,2.5
comprised,9,1.398,2.55,2.8
comprises,9,0.699,2.6,3.4
comprising,10,0.699,2.8,3.1
compromise,10,2.555,3.25,3.65
compromised,11,2.401,3.25,4.05
compromises,11,1.724,3.2,4.55
compromising,12,1.881,3.75,3.95
comptroller,11,0.602,4.35,3.25
compulsion,10,1.806,2.75,2.65
compulsions,11,1.079,3.05,3.2
compulsive,10,1.996,3.25,3.25
compulsively,12,0.954,4,4.2
compulsivity,12,,4.3,3
compulsory,10,1.58,3.95,4.7
compunction,11,1.146,2.85,3.5
computation,11,0.699,2.45,2.55
computational,13,0.301,3.9,4
computations,12,1.041,2.75,2.85
compute,7,1.568,1.9,2.55
computed,8,1.342,1.9,2.5
computer,8,3.479,2.1,2.65
computerize,11,0.301,4.05,4.75
computers,9,2.742,2.5,3.3
computes,8,0.477,1.9,2.75
computing,9,1.362,2.5,2.7
comrade,7,2.64,2.6,2.6
comrades,8,2.389,2.85,2.8
comradeship,11,0.954,4.9,4.75
con,3,2.81,1,1
concave,7,1,2.7,2.8
concavity,9,,3.6,3.8
conceal,7,2.114,2.35,1.8
concealed,9,2.068,2.55,1.85
concealing,10,1.708,2.8,2.4
concealment,11,1.431,3.8,3.75
conceals,8,1,2.55,2
concede,7,1.732,2.05,1.7
conceded,8,1,2.3,2.4
concedes,8,0.301,2.45,2.3
conceding,9,0.845,2.55,2.4
conceit,7,1.398,1.95,1.9
conceivable,11,1.792,3.7,3.7
conceivably,11,1.477,4.35,3.8
conceive,8,2.072,2.4,1.95
conceived,9,2.212,2.55,2.05
conceives,9,0.699,2.7,2.1
conceiving,10,1.146,2.75,2.35
concentrate,11,2.902,3.4,3.85
concentrated,12,2,3.55,4.8
concentrates,12,0.954,3.55,4.45
concentrating,13,2.037,3.75,4.9
concentration,13,2.452,3.45,3.8
concentrations,14,1.079,3.65,4.3
concentric,10,1.176,3.75,3.75
concept,7,2.744,1.95,2.65
conception,10,2.029,2.4,2.3
conceptions,11,0.778,2.7,2.5
concepts,8,1.869,2.2,2.75
conceptual,10,1.114,3.6,4.1
conceptualization,17,,5.8,7.25
conceptualize,13,0.602,5.2,5.8
conceptually,12,0.845,4.65,4.4
concern,7,3.125,1.95,2.25
concerned,9,3.354,2.3,2.45
concerning,10,2.4,2.55,2.55
concerns,8,2.718,2.2,2.5
concert,7,2.952,1.7,2.5
concerted,9,0.602,1.9,2.55
concertmaster,13,,5.15,6.2
concerto,8,1.69,2.3,4
concertos,9,0.477,2.55,4.35
concerto's,10,,,
concerts,8,1.982,1.7,2.75
concession,10,1.845,2.45,2.15
concessionaire,14,,5.05,4.35
concessionaires,15,0.301,5.55,4.55
concessions,11,1.544,2.55,2.3
conch,5,1.322,1.85,2
concierge,9,1.869,3.05,4.75
conciliation,12,0.699,3.35,4.25
conciliator,11,,4.35,4.75
concise,7,1.362,2.45,2.6
conciseness,11,,3.95,3.6
conclave,8,0.477,2.75,3.25
conclude,8,2.107,2.55,2.75
concluded,9,2.053,2.65,2.8
concludes,9,2.061,2.7,3
concluding,10,1.204,2.9,2.85
conclusion,10,2.668,2.5,2.7
conclusions,11,2.396,2.8,3.15
conclusive,10,1.792,3,3.1
conclusively,12,1.301,4.3,4.25
concoct,7,1.176,2.45,3.15
concocted,9,1.447,2.6,3.6
concoction,10,1.322,2.55,3.4
concomitance,12,,4.4,5.1
concomitant,11,0.602,4.25,5
concord,7,1.431,2.4,2.9
concordance,11,0.301,3.5,4.15
concordant,10,,3.45,4.15
Concorde,8,,2.75,2.9
concourse,9,1.544,3,2.85
concrete,8,2.58,2.85,2.95
concretely,10,0.301,3.8,4.4
concretion,10,,2.85,3.7
concubine,9,1.813,3.35,4.7
concur,6,1.792,2.2,2.55
concurred,9,0.903,2.6,2.6
concurrence,11,0.477,3.35,3.2
concurrent,10,1.079,3.35,3.5
concurrently,12,0.903,4.25,4.65
concurs,7,0.954,2.25,2.65
concussion,10,2.362,2.6,2.9
condemn,7,2.086,2.75,2.5
condemnation,12,1.398,3.3,2.9
condemnatory,12,,4.65,5.7
condemned,9,2.367,2.7,2.55
